ID,NU_NOTA_LC
203,435.2803
204,543.56104
205,437.1034
206,544.0984
207,447.73465
208,579.8905
209,618.871
210,495.22702
211,535.9931
212,536.3971
213,504.23346
214,537.42914
215,610.80347
216,562.6297
217,496.72293
218,539.36865
219,535.84186
220,524.6902
221,481.94778
222,529.6376
223,519.44165
224,494.06778
225,546.793
226,574.288
227,605.2103
228,620.57544
229,551.119
230,459.36313
231,558.8968
232,453.81998
233,538.7614
234,578.59467
235,511.4064
236,525.442
237,457.97397
238,487.5341
239,524.60626
240,580.0787
241,641.4388
242,516.6226
243,508.7553
244,655.1629
245,528.5657
246,576.98846
247,486.89084
248,415.75363
249,559.683
250,579.0053
251,546.0054
252,428.42792
253,547.8699
254,470.75797
255,471.38052
256,563.24774
257,580.4968
258,481.2611
259,554.9667
260,455.67117
261,444.18436
262,511.48044
263,481.18115
264,533.8683
265,500.68173
266,563.01733
267,485.3631
268,461.37833
269,421.94638
270,594.2222
271,447.46118
272,488.01926
273,602.38715
274,527.58246
275,576.76666
276,462.223
277,591.2572
278,505.66238
279,548.33606
280,555.09924
281,516.9562
282,539.14636
283,543.4736
284,581.21655
285,496.59912
286,613.7775
287,492.0324
288,472.44653
289,414.44092
290,496.76132
291,519.6023
292,428.24002
293,597.2648
294,421.63104
295,651.00745
296,519.6845
297,493.78357
298,555.26843
299,613.4793
300,588.7297
301,459.4007
302,484.5713
303,606.5395
304,529.31055
305,566.60034
306,524.1629
307,626.06226
308,544.2585
309,570.7087
310,604.2746
311,607.74493
312,404.63187
313,443.56396
314,566.5474
315,667.5684
316,474.57364
317,522.2417
318,462.30588
319,572.7969
320,479.8142
321,607.6877
322,652.0739
323,611.07153
324,573.51575
325,480.25116
326,589.1789
327,566.0761
328,475.8132
329,487.83405
330,528.61676
331,568.433
332,580.78876
333,502.84042
334,537.8208
335,474.936
336,581.86914
337,500.40494
338,443.25833
339,422.96268
340,560.3906
341,488.33218
342,505.4789
343,432.24454
344,481.4807
345,561.86346
346,516.52423
347,567.0085
348,598.9215
349,616.5663
350,536.6227
351,562.09766
352,559.7442
353,572.71515
354,581.18506
355,516.90515
356,420.94464
357,506.35034
358,571.3121
359,579.8025
360,524.73047
361,481.16782
362,591.7683
363,484.61972
364,590.3337
365,509.11386
366,480.41388
367,576.462
368,512.3564
369,518.18713
370,463.61398
371,559.99054
372,423.1657
373,504.67496
374,509.89218
375,525.1824
376,469.43112
377,522.13605
378,522.76056
379,460.70865
380,455.0835
381,489.77448
382,420.10034
383,458.21548
384,542.1814
385,601.269
386,533.8514
387,664.97534
388,611.3051
389,441.11765
390,518.3634
391,467.0045
392,523.7948
393,443.30356
394,549.473
395,443.82306
396,607.5173
397,422.74615
398,578.114
399,601.3293
400,431.83514
401,526.39307
402,540.2665
403,501.9283
404,580.1685
405,483.94373
406,526.4428
407,512.54193
408,673.3061
409,433.71945
410,513.2279
411,631.9084
412,558.9501
413,530.8836
414,543.348
415,574.55597
416,528.19147
417,665.1559
418,464.84702
419,492.21378
420,492.18994
421,487.83447
422,541.91504
423,546.7636
424,578.6675
425,612.62744
426,584.3641
427,549.78033
428,546.448
429,515.8973
430,598.34064
431,520.3145
432,508.4199
433,434.82153
434,474.66147
435,476.43488
436,496.61908
437,558.92285
438,577.27356
439,607.85156
440,444.65265
441,491.0297
442,584.0987
443,448.42987
444,543.29114
445,521.9019
446,489.65814
447,586.0088
448,517.1392
449,560.2667
450,515.5221
451,506.99368
452,505.23685
453,518.2039
454,641.24445
455,428.85165
456,497.38098
457,587.2252
458,537.12604
459,521.6231
460,522.3522
461,549.9797
462,459.91312
463,486.076
464,517.84503
465,536.4164
466,581.4621
467,590.2068
468,406.98676
469,491.50964
470,494.49707
471,520.3574
472,565.055
473,572.5848
474,550.2872
475,466.88605
476,504.4751
477,449.7454
478,536.4461
479,460.32556
480,546.1237
481,447.39304
482,519.3059
483,532.3148
484,546.1536
485,533.1579
486,570.36475
487,488.5887
488,625.9295
489,571.55255
490,556.53516
491,505.3137
492,461.96695
493,512.2899
494,470.76495
495,497.0087
496,608.5875
497,558.2456
498,625.55994
499,532.96265
500,555.0556
501,497.94623
502,460.8441
503,516.9083
504,538.1042
505,506.96616
506,583.5017
507,582.3994
508,666.46686
509,461.86288
510,587.1035
511,701.51025
512,485.57135
513,531.68036
514,583.6314
515,594.05615
516,435.9137
517,473.08948
518,559.85925
519,503.91177
520,505.13458
521,508.33688
522,548.2537
523,432.93692
524,541.5931
525,535.4292
526,643.1748
527,563.7002
528,535.6606
529,490.11798
530,472.2604
531,554.12573
532,650.8331
533,592.6084
534,565.082
535,518.7258
536,470.005
537,447.3806
538,492.10376
539,451.37808
540,585.4376
541,679.1718
542,534.95416
543,647.84827
544,517.5879
545,444.65182
546,524.1885
547,487.97577
548,596.53046
549,521.57043
550,542.6648
551,615.4808
552,514.6304
553,609.70197
554,574.3987
555,602.8796
556,530.4465
557,576.1563
558,462.43417
559,488.04102
560,444.16394
561,614.87994
562,525.1098
563,504.6453
564,516.581
565,544.77295
566,491.40268
567,531.2494
568,682.0277
569,557.1773
570,494.34125
571,584.88684
572,609.51587
573,457.43036
574,541.12396
575,545.85364
576,580.28094
577,589.4561
578,536.5406
579,679.7763
580,463.42468
581,499.76053
582,585.3491
583,537.7744
584,608.2479
585,602.2986
586,637.7903
587,447.04587
588,500.11673
589,558.37787
590,641.5132
591,606.28656
592,511.0983
593,479.97812
594,472.66327
595,483.26624
596,578.19
597,545.4764
598,588.56354
599,596.6226
600,545.4579
601,460.55313
602,448.47687
603,533.2983
604,502.48666
605,498.41644
606,539.73315
607,438.94305
608,565.45
609,598.50793
610,576.9485
611,531.514
612,443.636
613,504.40625
614,478.18988
615,544.98804
616,627.7376
617,563.86285
618,463.83438
619,449.42252
620,431.09464
621,488.00577
622,461.9019
623,538.282
624,479.66782
625,560.42413
626,441.18854
627,549.24445
628,513.9051
629,517.2096
630,530.32043
631,549.01685
632,497.4248
633,504.59457
634,537.8065
635,583.43805
636,539.22754
637,489.6066
638,627.5356
639,634.71893
640,511.53644
641,560.6311
642,548.8874
643,476.12772
644,484.53534
645,466.27478
646,581.96216
647,535.9942
648,473.21448
649,465.14987
650,562.5694
651,564.3281
652,544.372
653,545.1994
654,565.8552
655,580.8337
656,565.79517
657,481.482
658,450.4429
659,561.93384
660,493.79367
661,554.46014
662,506.52972
663,627.0922
664,550.5363
665,595.7103
666,505.2568
667,631.4892
668,562.37787
669,525.7428
670,457.9675
671,660.06165
672,541.4843
673,577.10077
674,504.207
675,479.8095
676,543.5926
677,494.5354
678,564.01074
679,539.6711
680,500.7437
681,480.54095
682,466.21927
683,608.052
684,483.37436
685,597.50146
686,492.10074
687,508.88535
688,482.29993
689,583.9072
690,507.21747
691,461.72327
692,428.22797
693,595.9704
694,505.82422
695,521.72266
696,537.8644
697,489.18082
698,612.4969
699,574.34515
700,537.6227
701,559.4695
702,612.3772
703,519.27795
704,571.87067
705,612.92816
706,655.7831
707,473.4339
708,450.64395
709,535.80316
710,627.4648
711,489.41382
712,451.30685
713,516.4414
714,577.1449
715,501.31067
716,486.42175
717,453.04984
718,533.28876
719,556.9404
720,524.1834
721,517.3233
722,514.11566
723,451.91452
724,477.81018
725,662.55164
726,434.9269
727,526.0619
728,548.04565
729,632.0514
730,472.99905
731,507.14587
732,566.8895
733,498.00143
734,640.61285
735,561.4974
736,617.72345
737,595.2798
738,652.7424
739,520.4873
740,528.39355
741,542.39166
742,476.57004
743,470.11462
744,534.1398
745,567.78815
746,618.6026
747,504.33823
748,586.15643
749,463.33685
750,510.46783
751,487.92914
752,544.1855
753,540.8124
754,460.50015
755,535.33636
756,543.6255
757,564.0951
758,625.8232
759,605.0317
760,607.2811
761,591.9935
762,525.9947
763,521.8473
764,516.8252
765,561.32904
766,485.43344
767,502.59195
768,563.9257
769,554.6651
770,465.93643
771,427.70642
772,558.3117
773,531.9216
774,571.67505
775,589.96857
776,506.00198
777,537.5521
778,631.08966
779,506.92642
780,491.8571
781,490.68085
782,553.4077
783,523.25354
784,547.4138
785,465.19254
786,527.14056
787,462.8316
788,532.374
789,491.15213
790,516.8679
791,587.5545
792,492.12708
793,463.46008
794,611.8006
795,571.69495
796,507.4048
797,554.78674
798,630.41895
799,509.54932
800,526.64777
801,593.32385
802,534.0419
803,453.89203
804,460.60693
805,630.3657
806,488.70847
807,518.8782
808,563.0562
809,511.77982
810,534.7028
811,633.04114
812,559.8058
813,466.43137
814,643.9413
815,533.2213
816,578.3013
817,537.3048
818,437.94296
819,475.0558
820,488.9265
821,532.47974
822,482.40875
823,519.35333
824,562.3317
825,483.195
826,355.716
827,486.55103
828,571.9366
829,471.97827
830,482.18042
831,475.76535
832,569.5365
833,529.6604
834,461.5442
835,484.87946
836,613.74426
837,554.1793
838,434.7552
839,568.6088
840,507.9983
841,571.2613
842,631.19794
843,622.7656
844,653.4162
845,569.9455
846,475.11932
847,560.6861
848,490.45703
849,428.26807
850,519.49225
851,444.48334
852,598.7835
853,418.79398
854,519.47375
855,587.1605
856,540.6491
857,464.3765
858,421.51233
859,561.6677
860,598.5308
861,503.5081
862,595.08594
863,598.43066
864,518.73785
865,556.16614
866,498.54404
867,521.36017
868,532.3902
869,510.47827
870,551.84174
871,459.77844
872,487.1039
873,637.4484
874,593.88495
875,425.9402
876,498.8924
877,553.7531
878,593.6403
879,656.28076
880,520.9431
881,569.56903
882,527.597
883,467.06738
884,554.9592
885,503.22852
886,491.222
887,496.11462
888,493.112
889,586.3017
890,523.565
891,492.3155
892,498.51886
893,568.5917
894,591.7018
895,430.78284
896,497.99496
897,538.4884
898,589.8328
899,472.2699
900,638.9779
901,459.16122
902,462.91904
903,531.8015
904,497.86075
905,490.10452
906,447.92712
907,514.50037
908,562.5818
909,482.5974
910,625.83417
911,572.8364
912,531.89966
913,428.0657
914,420.74918
915,503.13168
916,513.0738
917,534.93365
918,627.2393
919,537.17596
920,631.31903
921,519.025
922,480.7139
923,551.032
924,552.4468
925,523.4234
926,592.804
927,586.2633
928,502.21686
929,456.94736
930,531.5906
931,697.5575
932,591.0108
933,556.88007
934,532.8183
935,521.129
936,551.75604
937,464.47098
938,643.82367
939,601.53906
940,430.7981
941,528.714
942,590.7714
943,495.34366
944,467.16888
945,526.81354
946,490.31213
947,530.9113
948,617.88855
949,598.5246
950,617.14264
951,577.5501
952,497.27792
953,457.2337
954,460.9781
955,507.04092
956,568.3887
957,555.0119
958,631.08057
959,510.74918
960,506.15054
961,534.0957
962,511.99615
963,519.66846
964,506.55237
965,465.04596
966,553.4226
967,562.50977
968,445.15128
969,435.01926
970,555.29486
971,509.489
972,534.77374
973,432.14905
974,502.65515
975,605.5262
976,523.7335
977,504.90817
978,513.6133
979,593.808
980,547.32086
981,447.5955
982,564.4566
983,476.95813
984,446.9635
985,545.8886
986,607.72375
987,539.39795
988,548.7112
989,504.5311
990,552.77515
991,512.09296
992,556.22656
993,521.8179
994,535.2975
995,617.0871
996,551.7944
997,532.3869
998,441.7237
999,527.1989
1000,574.82825
1001,542.13495
1002,566.69434
1003,494.25916
1004,627.9076
1005,491.30515
1006,468.2143
1007,418.54016
1008,573.35547
1009,532.6649
1010,651.84247
1011,534.53076
1012,585.7247
1013,554.8227
1014,569.564
1015,521.08594
1016,535.268
1017,487.18677
1018,430.25705
1019,584.82587
1020,542.43036
1021,533.5887
1022,638.9492
1023,495.86633
1024,546.9088
1025,460.37674
1026,499.40167
1027,566.0267
1028,562.0106
1029,452.13687
1030,491.51334
1031,497.3858
1032,592.79205
1033,471.13864
1034,610.034
1035,534.0507
1036,463.5823
1037,567.9311
1038,579.4906
1039,549.1451
1040,614.2983
1041,451.32822
1042,619.352
1043,479.09286
1044,448.85468
1045,527.2937
1046,609.82416
1047,501.2699
1048,472.7233
1049,530.51196
1050,659.5566
1051,465.0079
1052,493.37076
1053,460.1139
1054,476.29047
1055,581.17456
1056,583.8567
1057,518.91675
1058,590.2929
1059,491.20422
1060,573.88104
1061,446.9765
1062,584.272
1063,529.2947
1064,587.1772
1065,577.48376
1066,591.19073
1067,513.6496
1068,526.21686
1069,455.20212
1070,567.3187
1071,471.40118
1072,558.84314
1073,507.3754
1074,567.41064
1075,482.16318
1076,532.56213
1077,459.4778
1078,553.9953
1079,556.3134
1080,534.2499
1081,547.3703
1082,470.93057
1083,573.1877
1084,489.88116
1085,550.99243
1086,544.3035
1087,675.573
1088,514.12646
1089,624.75964
1090,452.59296
1091,651.8057
1092,442.62103
1093,594.78674
1094,545.4642
1095,502.29553
1096,460.08862
1097,516.3988
1098,576.7498
1099,582.7537
1100,544.11957
1101,506.2606
1102,584.5613
1103,558.2903
1104,595.3042
1105,492.20847
1106,478.1766
1107,472.76602
1108,493.17172
1109,493.79938
1110,552.4523
1111,560.962
1112,636.1803
1113,488.80185
1114,498.50418
1115,512.9814
1116,552.9758
1117,529.5693
1118,535.57086
1119,468.1623
1120,652.5236
1121,453.55127
1122,433.89838
1123,451.5451
1124,544.3791
1125,480.59174
1126,538.4901
1127,542.21936
1128,586.0447
1129,655.2702
1130,566.3922
1131,638.5044
1132,579.7664
1133,581.93994
1134,574.47986
1135,458.08527
1136,543.09357
1137,617.1316
1138,588.62976
1139,507.4737
1140,524.71545
1141,584.3841
1142,471.90427
1143,452.76312
1144,597.1926
1145,550.0459
1146,599.322
1147,526.45056
1148,507.5608
1149,486.07422
1150,576.92786
1151,469.72733
1152,570.24365
1153,519.6117
1154,642.334
1155,513.7847
1156,613.18427
1157,654.6577
1158,557.8647
1159,519.20197
1160,475.40848
1161,532.4726
1162,540.2747
1163,512.97345
1164,569.53033
1165,565.20416
1166,529.17163
1167,482.228
1168,487.85648
1169,477.6968
1170,518.17786
1171,537.64136
1172,527.8055
1173,559.90076
1174,541.07086
1175,528.83984
1176,486.75446
1177,469.01614
1178,450.43427
1179,575.9604
1180,449.25363
1181,496.4801
1182,566.6291
1183,565.66974
1184,494.5096
1185,614.76514
1186,498.6187
1187,420.3237
1188,527.38824
1189,587.1442
1190,516.1742
1191,488.58896
1192,572.3354
1193,535.0824
1194,474.6926
1195,485.60593
1196,589.37646
1197,518.0409
1198,577.56793
1199,433.3532
1200,461.1956
1201,456.94427
1202,463.82327
1203,589.4883
1204,519.0002
1205,460.2997
1206,612.4512
1207,468.56244
1208,560.4748
1209,439.0094
1210,507.64697
1211,569.9577
1212,678.067
1213,564.58215
1214,544.3412
1215,512.06647
1216,487.3577
1217,537.0878
1218,477.47232
1219,505.78317
1220,579.14764
1221,588.5341
1222,517.31885
1223,568.5032
1224,467.69678
1225,450.35248
1226,454.3
1227,554.76715
1228,537.0815
1229,623.8609
1230,578.1729
1231,513.97797
1232,491.51907
1233,543.77637
1234,510.27356
1235,548.02014
1236,521.78925
1237,601.0352
1238,508.99304
1239,530.3705
1240,433.0906
1241,472.93652
1242,455.93262
1243,488.81616
1244,492.8454
1245,500.60764
1246,438.1779
1247,501.89413
1248,560.6718
1249,432.49402
1250,607.38464
1251,524.5591
1252,543.9149
1253,520.9343
1254,434.62848
1255,557.1452
1256,598.4895
1257,456.98697
1258,577.5621
1259,553.9312
1260,660.58984
1261,578.3984
1262,466.3619
1263,438.44202
1264,512.52893
1265,543.59106
1266,500.65356
1267,451.946
1268,530.6919
1269,528.40155
1270,522.373
1271,516.0877
1272,526.2627
1273,498.23944
1274,569.81903
1275,496.53964
1276,551.1056
1277,614.70123
1278,581.41614
1279,593.3615
1280,440.36743
1281,674.4629
1282,518.52826
1283,497.65588
1284,432.2482
1285,567.94995
1286,449.47244
1287,432.88367
1288,496.20822
1289,485.20166
1290,476.43787
1291,466.57242
1292,458.50568
1293,633.02234
1294,556.90686
1295,537.54456
1296,592.4811
1297,534.0484
1298,507.97736
1299,506.1976
1300,493.9121
1301,431.42303
1302,583.68536
1303,442.12036
1304,514.624
1305,527.9924
1306,569.6682
1307,507.92535
1308,564.49695
1309,505.63998
1310,425.25583
1311,564.3231
1312,501.23965
1313,503.6498
1314,526.1519
1315,456.08884
1316,579.63916
1317,659.2306
1318,443.6466
1319,457.2946
1320,528.2469
1321,527.193
1322,597.6997
1323,484.27722
1324,466.86926
1325,560.47504
1326,445.99744
1327,455.09412
1328,591.4582
1329,529.60535
1330,474.00687
1331,517.03143
1332,534.32855
1333,452.1521
1334,549.90924
1335,482.02658
1336,508.47034
1337,441.39362
1338,667.72064
1339,582.7755
1340,619.84326
1341,444.49228
1342,584.02966
1343,506.95364
1344,430.06046
1345,676.1064
1346,642.7728
1347,547.258
1348,489.1478
1349,596.09216
1350,477.10684
1351,581.9373
1352,598.95197
1353,597.7553
1354,470.02365
1355,464.40652
1356,517.2569
1357,648.8646
1358,564.1216
1359,493.1014
1360,490.966
1361,569.0062
1362,592.0903
1363,507.43988
1364,584.84344
1365,519.5191
1366,452.6839
1367,564.51917
1368,614.5163
1369,434.59335
1370,617.6422
1371,461.01608
1372,433.1387
1373,457.0883
1374,553.43
1375,540.5952
1376,628.9825
1377,551.25037
1378,508.14673
1379,525.7753
1380,539.41864
1381,545.1192
1382,522.8622
1383,527.3305
1384,557.6177
1385,501.85364
1386,584.70886
1387,513.87115
1388,584.8926
1389,531.5317
1390,535.23016
1391,555.7498
1392,602.9803
1393,520.46796
1394,516.1012
1395,414.8784
1396,528.81665
1397,536.98615
1398,505.76474
1399,498.02612
1400,498.1146
1401,582.2344
1402,621.14716
1403,485.93286
1404,539.04736
1405,500.85858
1406,517.066
1407,592.88416
1408,543.25134
1409,582.7495
1410,496.6887
1411,572.0869
1412,439.25616
1413,541.094
1414,494.47025
1415,520.08575
1416,697.09485
1417,469.5054
1418,611.32733
1419,552.5314
1420,512.7769
1421,532.3113
1422,525.0921
1423,615.51917
1424,489.84378
1425,567.7143
1426,495.60748
1427,451.43298
1428,626.7602
1429,448.31235
1430,628.1801
1431,497.49316
1432,492.84103
1433,634.25415
1434,432.03638
1435,544.8862
1436,485.7047
1437,514.01575
1438,547.61194
1439,569.67236
1440,528.3361
1441,548.6535
1442,465.52313
1443,612.59576
1444,417.3571
1445,525.6919
1446,587.0105
1447,635.6855
1448,494.17902
1449,484.6693
1450,567.7211
1451,513.4872
1452,441.75818
1453,536.8531
1454,544.4817
1455,535.431
1456,490.96173
1457,482.28116
1458,597.5623
1459,532.73755
1460,536.5944
1461,593.2891
1462,492.28247
1463,455.16522
1464,591.51697
1465,541.80273
1466,559.4859
1467,434.91302
1468,530.7389
1469,471.3404
1470,450.9768
1471,614.4552
1472,527.66016
1473,448.04135
1474,553.0761
1475,610.5611
1476,600.0115
1477,511.83527
1478,493.47742
1479,534.8491
1480,515.0094
1481,577.60297
1482,433.33786
1483,549.63837
1484,489.7719
1485,536.91406
1486,628.5054
1487,520.61365
1488,456.2414
1489,465.96878
1490,432.01544
1491,465.68423
1492,569.4955
1493,504.57812
1494,568.2993
1495,527.56354
1496,655.4316
1497,485.3875
1498,618.80396
1499,478.36197
1500,542.83386
1501,626.74286
1502,569.04535
1503,591.1579
1504,529.3722
1505,571.8267
1506,548.48224
1507,433.82794
1508,515.3424
1509,639.32184
1510,439.1955
1511,536.35846
1512,474.19223
1513,556.2141
1514,539.1747
1515,419.24088
1516,395.74054
1517,554.1839
1518,482.63107
1519,592.8306
1520,425.20526
1521,579.28735
1522,526.75336
1523,460.94217
1524,518.96204
1525,497.77493
1526,540.3078
1527,663.79364
1528,536.30383
1529,580.7368
1530,668.90674
1531,549.35925
1532,570.53546
1533,457.80936
1534,507.72513
1535,599.19885
1536,636.41364
1537,646.7731
1538,554.022
1539,578.86804
1540,489.87454
1541,523.0145
1542,571.38074
1543,532.55316
1544,511.44968
1545,479.48145
1546,560.5178
1547,573.48114
1548,451.67313
1549,511.36478
1550,595.5028
1551,491.40164
1552,554.70575
1553,537.80804
1554,516.78894
1555,461.97913
1556,540.75574
1557,536.77765
1558,520.81683
1559,527.95996
1560,469.7771
1561,539.988
1562,534.0137
1563,487.90247
1564,511.98093
1565,564.3241
1566,439.0646
1567,493.39844
1568,542.42883
1569,520.6647
1570,436.62027
1571,615.91693
1572,419.73895
1573,519.4158
1574,540.51263
1575,539.6168
1576,484.28638
1577,536.02057
1578,590.9729
1579,470.6079
1580,502.006
1581,527.12933
1582,501.55627
1583,466.113
1584,436.97455
1585,473.5483
1586,602.0223
1587,578.04376
1588,520.1248
1589,672.82446
1590,565.2463
1591,523.8889
1592,537.38654
1593,465.35352
1594,477.48932
1595,537.2651
1596,573.5398
1597,497.71906
1598,479.61392
1599,510.75446
1600,417.31274
1601,565.0317
1602,603.6538
1603,511.751
1604,464.9507
1605,506.8131
1606,508.53342
1607,550.06287
1608,462.09372
1609,589.128
1610,576.2952
1611,414.9696
1612,508.7765
1613,413.9442
1614,538.3625
1615,625.6727
1616,516.2167
1617,579.82764
1618,494.37918
1619,500.11145
1620,430.00238
1621,471.09482
1622,445.14847
1623,535.208
1624,594.2774
1625,495.83633
1626,550.2554
1627,589.8961
1628,451.4483
1629,488.78003
1630,499.31406
1631,551.22925
1632,646.76685
1633,492.064
1634,529.3272
1635,542.09344
1636,642.73535
1637,462.45035
1638,445.63638
1639,475.47488
1640,543.93896
1641,558.71246
1642,512.1528
1643,615.28186
1644,491.90585
1645,489.39386
1646,566.1073
1647,539.56134
1648,622.44684
1649,617.60724
1650,535.25476
1651,485.97485
1652,613.69696
1653,577.7055
1654,540.6499
1655,565.9373
1656,491.36234
1657,526.51855
1658,510.93555
1659,490.7833
1660,484.17004
1661,556.265
1662,529.6036
1663,543.4909
1664,548.44476
1665,460.9965
1666,463.0055
1667,487.3976
1668,630.7438
1669,492.94592
1670,536.0515
1671,484.00165
1672,597.28644
1673,545.6881
1674,479.2504
1675,515.4367
1676,535.89996
1677,565.0921
1678,487.84735
1679,484.02618
1680,574.47003
1681,484.71585
1682,494.99612
1683,449.2051
1684,455.77194
1685,502.90985
1686,489.1365
1687,468.05203
1688,569.2781
1689,658.076
1690,505.89407
1691,562.19226
1692,644.1747
1693,453.77362
1694,420.22693
1695,632.89746
1696,608.9514
1697,510.09198
1698,519.24713
1699,572.8327
1700,611.52875
1701,450.1748
1702,465.80185
1703,465.92404
1704,527.57544
1705,515.41876
1706,459.8062
1707,456.95853
1708,517.6163
1709,473.22342
1710,544.67993
1711,463.76794
1712,526.0081
1713,552.7752
1714,549.99316
1715,442.31808
1716,645.38226
1717,427.89267
1718,506.8811
1719,521.4059
1720,473.85776
1721,614.9303
1722,534.1376
1723,540.50433
1724,499.54956
1725,429.10092
1726,509.38342
1727,586.2242
1728,574.873
1729,472.52542
1730,571.7603
1731,541.7973
1732,602.52936
1733,552.2885
1734,565.23944
1735,528.7275
1736,512.8566
1737,568.2629
1738,492.4896
1739,561.9687
1740,478.90036
1741,639.36206
1742,466.21698
1743,531.20575
1744,568.1812
1745,576.0409
1746,463.91113
1747,555.22534
1748,568.3513
1749,587.1733
1750,551.1785
1751,502.76157
1752,606.48254
1753,517.9188
1754,535.057
1755,474.54898
1756,538.8839
1757,437.78104
1758,545.0774
1759,546.116
1760,530.3639
1761,530.71
1762,448.89752
1763,450.50397
1764,476.842
1765,469.38382
1766,440.28232
1767,558.1529
1768,533.6046
1769,482.441
1770,543.6641
1771,557.96735
1772,475.60318
1773,494.57697
1774,567.4101
1775,525.14453
1776,535.9327
1777,633.7979
1778,536.3198
1779,525.7692
1780,445.98868
1781,501.84207
1782,581.81915
1783,463.3303
1784,542.0081
1785,544.33185
1786,469.75735
1787,546.2313
1788,520.24054
1789,451.2235
1790,640.9054
1791,534.2115
1792,607.2854
1793,511.93298
1794,530.67316
1795,578.18066
1796,583.9867
1797,559.7461
1798,461.83908
1799,534.074
1800,447.70782
1801,515.0096
1802,488.85895
1803,548.24585
1804,599.22253
1805,562.79565
1806,582.84247
1807,512.91046
1808,547.1937
1809,573.57104
1810,419.03073
1811,633.35956
1812,494.52905
1813,500.40875
1814,459.8354
1815,440.76154
1816,600.5577
1817,547.89276
1818,522.60974
1819,423.3001
1820,544.5873
1821,530.94196
1822,536.6394
1823,525.82495
1824,548.85626
1825,516.7788
1826,568.58734
1827,533.88367
1828,604.0899
1829,531.5584
1830,473.83878
1831,577.59875
1832,604.17883
1833,569.6563
1834,608.90875
1835,452.0835
1836,568.23566
1837,576.70447
1838,437.42926
1839,520.44104
1840,413.7834
1841,467.32147
1842,484.11996
1843,526.63165
1844,575.55597
1845,464.45822
1846,464.10568
1847,520.54065
1848,442.95148
1849,629.2924
1850,567.75946
1851,541.6193
1852,485.75293
1853,460.25116
1854,514.116
1855,573.46515
1856,551.59894
1857,486.3448
1858,316.98807
1859,493.60382
1860,560.66815
1861,431.85007
1862,584.2582
1863,552.5967
1864,527.13354
1865,457.67023
1866,549.42975
1867,503.6605
1868,459.6704
1869,572.1376
1870,551.28723
1871,492.74606
1872,540.91693
1873,570.7547
1874,551.09375
1875,450.7926
1876,542.4055
1877,574.50665
1878,505.5111
1879,536.7653
1880,471.178
1881,510.9036
1882,446.211
