ID,NU_NOTA_LC
465,534.16547
466,577.6907
467,586.93695
468,415.8625
469,487.92776
470,493.4271
471,516.53064
472,564.8823
473,566.1755
474,542.8697
475,470.5334
476,507.08173
477,451.5538
478,532.36005
479,461.1677
480,546.68427
481,448.0485
482,512.58887
483,532.5653
484,545.6891
485,532.1033
486,566.9269
487,493.95175
488,621.8557
489,565.32007
490,552.98047
491,481.51706
492,459.94238
493,508.94022
494,477.1954
495,493.20737
496,604.68317
497,550.1279
498,619.6358
499,519.9783
500,548.9015
501,501.42252
502,462.01917
503,516.73987
504,533.1373
505,508.4653
506,577.9872
507,575.96484
508,660.9219
509,462.0358
510,583.4809
511,690.98816
512,485.87592
513,527.00635
514,580.03955
515,589.46265
516,441.55792
517,476.95148
518,555.65845
519,508.05737
520,499.2786
521,505.74576
522,550.04626
523,423.17822
524,537.8407
525,532.1365
526,633.9555
527,558.4857
528,530.3928
529,489.27496
530,472.4505
531,550.4155
532,644.5995
533,585.88055
534,558.1306
535,518.40125
536,469.75192
537,443.92435
538,489.83667
539,449.03424
540,579.0469
541,670.9073
542,535.62537
543,642.54926
544,514.6127
545,440.36835
546,517.0464
547,454.92938
548,590.61786
549,519.62244
550,539.3137
551,606.1416
552,515.0006
553,604.8659
554,567.8839
555,596.1544
556,528.0471
557,568.8055
558,466.0244
559,488.94257
560,452.37836
561,609.22784
562,521.7809
563,501.18
564,511.9381
565,540.3103
566,498.40366
567,527.8194
568,675.4034
569,551.9386
570,491.77444
571,577.1166
572,602.02563
573,461.9098
574,534.2102
575,541.42
576,573.2273
577,586.7338
578,533.4894
579,673.3997
580,465.76486
581,499.3325
582,580.8915
583,541.62634
584,601.8938
585,597.6962
586,631.98596
587,452.66687
588,498.72513
589,551.5664
590,634.2441
591,598.2313
592,511.15018
593,481.41006
594,473.9254
595,477.3665
596,574.51654
597,541.2062
598,583.5636
599,590.66406
600,544.5271
601,461.7471
602,455.63864
603,528.9966
604,498.3382
605,497.2792
606,532.54974
607,443.8705
608,562.075
609,592.0906
610,575.16754
611,524.6913
612,448.14655
613,504.825
614,481.3334
615,542.1018
616,622.12427
617,559.9518
618,473.17026
619,455.08548
620,432.88098
621,488.2049
622,459.71243
623,536.7932
624,479.56003
625,558.0004
626,445.90237
627,542.57074
628,507.70328
629,514.0681
630,523.31274
631,544.0947
632,497.82455
633,506.6257
634,534.3594
635,577.8943
636,534.96625
637,491.34378
638,619.67114
639,626.8704
640,507.12192
641,558.32947
642,544.3077
643,471.58038
644,480.91742
645,466.10306
646,578.6511
647,529.86365
648,474.24942
649,468.52124
650,556.6537
651,561.5171
652,535.49023
653,541.85834
654,558.71484
655,575.89954
656,559.8387
657,485.7165
658,457.6533
659,555.88806
660,490.6355
661,550.6846
662,501.20663
663,622.31366
664,545.60156
665,590.7541
666,502.67914
667,621.0702
668,555.9132
669,524.1559
670,461.2469
671,654.7832
672,536.21204
673,572.0882
674,503.3419
675,482.9985
676,537.06506
677,495.54544
678,556.194
679,533.9727
680,497.41467
681,472.52585
682,466.20935
683,607.9299
684,486.19455
685,590.5735
686,492.20383
687,514.6724
688,482.9249
689,578.00977
690,504.48752
691,455.39746
692,418.4343
693,589.49164
694,499.23312
695,516.66223
696,536.3893
697,488.94028
698,610.6864
699,570.8594
700,535.27625
701,559.3102
702,605.02844
703,520.57886
704,567.8069
705,606.00006
706,651.12854
707,472.39862
708,447.7797
709,530.7898
710,619.75336
711,488.62326
712,450.68976
713,512.8568
714,570.9763
715,498.14667
716,485.475
717,455.85052
718,528.3026
719,553.3511
720,520.3528
721,516.71564
722,511.83746
723,455.8691
724,478.10364
725,651.02094
726,435.75043
727,517.27905
728,538.68677
729,623.6555
730,470.12552
731,506.35315
732,561.07556
733,499.63528
734,638.0728
735,557.13574
736,611.0393
737,585.5928
738,645.6526
739,517.6631
740,521.2958
741,539.77734
742,478.2348
743,471.88663
744,529.9158
745,563.58417
746,610.67285
747,468.55518
748,578.7582
749,467.3182
750,513.1185
751,477.6651
752,541.2158
753,533.84576
754,446.86328
755,537.20276
756,537.72095
757,561.8983
758,622.30396
759,594.31445
760,601.3386
761,589.09534
762,525.4979
763,517.8681
764,512.4308
765,555.466
766,483.91586
767,501.9211
768,559.3518
769,547.48596
770,467.0938
771,433.74426
772,552.62067
773,529.2445
774,568.53174
775,585.57715
776,505.4473
777,532.89746
778,626.2696
779,501.94153
780,489.00977
781,488.90515
782,549.50684
783,521.0979
784,544.14844
785,472.1335
786,524.8595
787,464.14713
788,532.39404
789,490.1484
790,500.06174
791,583.18896
792,493.83194
793,460.96747
794,610.71674
795,568.14813
796,509.09378
797,550.6946
798,624.6458
799,511.6886
800,527.6543
801,587.8475
802,526.69116
803,438.04932
804,461.86536
805,627.49963
806,491.0367
807,514.7669
808,555.9822
809,507.82257
810,533.4016
811,623.3978
812,556.04877
813,467.3222
814,638.1542
815,531.74365
816,574.303
817,524.0858
818,443.306
819,479.39935
820,491.04218
821,531.9473
822,470.60782
823,513.4348
824,555.79675
825,481.09952
826,263.91415
827,486.7653
828,571.17267
829,477.40848
830,482.71463
831,478.54333
832,563.4566
833,525.5453
834,462.21152
835,483.93985
836,607.1072
837,554.57306
838,444.41843
839,562.6963
840,508.95602
841,568.40967
842,625.2145
843,618.11487
844,647.6445
845,567.0176
846,478.6698
847,559.32715
848,495.15405
849,421.28128
850,519.71704
851,449.19897
852,591.7737
853,426.13864
854,514.78345
855,578.1317
856,535.5593
857,466.82428
858,428.16208
859,555.2459
860,595.1049
861,477.05518
862,589.8342
863,590.2254
864,517.2068
865,537.7092
866,497.65836
867,518.7435
868,529.95
869,499.2906
870,546.46344
871,463.21
872,490.8083
873,631.6131
874,590.9646
875,427.99982
876,493.9083
877,547.2858
878,593.9331
879,651.1966
880,515.93604
881,563.77356
882,524.74207
883,456.45187
884,552.72424
885,508.2158
886,488.3148
887,496.10455
888,494.1875
889,582.5715
890,521.9579
891,493.4113
892,496.77756
893,564.40393
894,582.24994
895,434.8129
896,492.64313
897,532.70605
898,586.8037
899,463.34668
900,634.74396
901,457.46246
902,467.8813
903,527.19434
904,469.49197
905,471.4668
906,446.5969
907,515.7585
908,557.05273
909,481.6464
910,619.8424
911,570.5729
912,532.34564
913,429.47073
914,427.5243
915,504.761
916,507.35748
917,534.4602
918,622.2774
919,531.18677
920,623.5506
921,513.9456
922,473.03403
923,550.9416
924,548.166
925,520.67944
926,586.18835
927,583.0401
928,499.8488
929,449.88388
930,531.5552
931,689.89325
932,590.4143
933,553.01465
934,530.8331
935,521.2628
936,547.9431
937,469.71722
938,638.975
939,596.06085
940,434.62997
941,528.41125
942,585.4863
943,500.39633
944,456.23514
945,527.0753
946,492.43277
947,526.021
948,608.61487
949,593.9208
950,608.8737
951,572.5303
952,497.36002
953,464.74924
954,450.772
955,507.9187
956,563.30194
957,547.5074
958,625.8966
959,508.49246
960,505.4887
961,526.62823
962,508.56897
963,512.6228
964,481.74835
965,461.73697
966,548.6383
967,558.19806
968,444.75543
969,441.1892
970,549.1211
971,509.4926
972,532.3352
973,421.76413
974,503.03098
975,600.7085
976,518.1803
977,504.6796
978,510.21103
979,590.4025
980,546.1816
981,444.76022
982,556.40955
983,479.238
984,452.89023
985,544.26263
986,599.8671
987,531.49963
988,542.5885
989,503.3078
990,547.6195
991,506.40106
992,552.46924
993,516.64636
994,529.77826
995,612.69867
996,544.72986
997,530.02185
998,445.4894
999,525.81775
1000,572.62854
1001,535.53613
1002,561.08435
1003,490.22934
1004,619.50543
1005,492.89594
1006,469.5319
1007,425.30133
1008,564.95374
1009,527.7123
1010,643.43677
1011,527.5681
1012,580.5284
1013,551.08545
1014,561.27686
1015,519.13367
1016,533.97705
1017,491.5351
1018,436.1508
1019,579.7363
1020,538.47217
1021,531.069
1022,634.4806
1023,494.87933
1024,546.22455
1025,459.31235
1026,501.51294
1027,563.37463
1028,555.9934
1029,459.50345
1030,490.06888
1031,495.9711
1032,589.12244
1033,474.63422
1034,603.032
1035,534.854
1036,472.0804
1037,562.79614
1038,573.842
1039,547.3694
1040,609.26465
1041,452.16843
1042,612.4441
1043,481.69028
1044,450.03464
1045,521.9087
1046,600.05176
1047,505.28232
1048,470.16772
1049,525.6924
1050,651.90326
1051,466.43732
1052,487.58917
1053,463.86594
1054,475.29733
1055,574.0465
1056,582.21497
1057,516.45276
1058,585.17053
1059,492.16812
1060,562.2483
1061,451.96387
1062,578.50665
1063,527.28577
1064,582.6617
1065,574.7634
1066,590.1386
1067,514.8673
1068,514.29016
1069,460.1587
1070,558.11523
1071,474.24002
1072,551.7958
1073,504.41708
1074,565.775
1075,484.94647
1076,529.098
1077,464.13107
1078,548.1217
1079,553.20325
1080,530.2206
1081,541.6434
1082,462.1057
1083,568.76666
1084,488.85858
1085,532.8165
1086,539.6936
1087,668.6877
1088,512.76514
1089,620.12085
1090,453.7328
1091,647.3457
1092,438.57382
1093,587.1094
1094,536.34045
1095,498.6189
1096,468.52365
1097,514.5105
1098,571.8058
1099,578.494
1100,538.7556
1101,501.1334
1102,572.73724
1103,555.0089
1104,589.986
1105,493.10608
1106,483.69556
1107,471.89127
1108,489.92416
1109,495.46262
1110,549.48267
1111,559.01294
1112,625.9588
1113,486.41568
1114,492.9924
1115,513.64404
1116,545.80707
1117,522.083
1118,531.8367
1119,468.33804
1120,647.0764
1121,446.76303
1122,442.32047
1123,453.87982
1124,545.4643
1125,482.7806
1126,531.6186
1127,538.3544
1128,583.3015
1129,652.58
1130,567.29346
1131,631.74585
1132,576.1584
1133,575.9103
1134,567.2095
1135,443.66794
1136,537.43164
1137,615.4424
1138,581.5032
1139,503.0694
1140,519.38904
1141,582.07043
1142,478.42343
1143,459.74283
1144,590.30634
1145,543.72327
1146,592.3221
1147,521.65924
1148,505.31882
1149,478.36792
1150,573.03015
1151,467.8724
1152,565.32153
1153,515.4307
1154,633.96246
1155,513.416
1156,605.35016
1157,647.5352
1158,552.7695
1159,513.04083
1160,476.15512
1161,527.2626
1162,536.1903
1163,508.5319
1164,563.7686
1165,563.2567
1166,525.6603
1167,482.48538
1168,485.43015
1169,477.66428
1170,515.29065
1171,532.9187
1172,523.0828
1173,555.2398
1174,537.2568
1175,522.89954
1176,482.93875
1177,472.36554
1178,455.4999
1179,570.4309
1180,454.30118
1181,490.85416
1182,559.6327
1183,561.3792
1184,497.49362
1185,608.4538
1186,499.80746
1187,413.4958
1188,522.0963
1189,585.19714
1190,491.54132
1191,488.52795
1192,569.54285
1193,530.22235
1194,480.41537
1195,483.10425
1196,585.83875
1197,518.51086
1198,574.2388
1199,440.72174
1200,449.6612
1201,459.68076
1202,465.65036
1203,583.6278
1204,511.94357
1205,463.00082
1206,607.50977
1207,464.58835
1208,557.2879
1209,444.88577
1210,505.83502
1211,566.0303
1212,668.347
1213,562.88965
1214,544.5038
1215,509.41367
1216,485.7644
1217,523.9341
1218,477.75272
1219,506.83652
1220,572.7351
1221,580.897
1222,512.7051
1223,560.7633
1224,461.6862
1225,454.30374
1226,428.63275
1227,551.1847
1228,533.11926
1229,619.89
1230,572.047
1231,511.3002
1232,496.62057
1233,539.69385
1234,507.9084
1235,547.1997
1236,517.503
1237,595.2693
1238,508.03152
1239,524.95996
1240,439.5928
1241,472.593
1242,454.60196
1243,486.4007
1244,496.79282
1245,496.3861
1246,446.69916
1247,499.31085
1248,555.9092
1249,437.66498
1250,603.38696
1251,525.01465
1252,540.1813
1253,512.6124
1254,441.08044
1255,554.24457
1256,594.7898
1257,436.54123
1258,571.38416
1259,550.278
1260,654.60046
1261,574.14246
1262,475.1883
1263,432.1973
1264,513.3497
1265,542.2302
1266,497.4218
1267,455.6849
1268,527.0321
1269,526.8001
1270,519.1771
1271,508.7194
1272,522.4651
1273,496.25677
1274,563.47473
1275,480.45212
1276,546.12146
1277,613.27783
1278,576.0587
1279,584.4542
1280,440.18652
1281,668.6837
1282,519.4818
1283,501.7394
1284,436.33606
1285,565.34143
1286,442.76953
1287,437.72614
1288,492.50308
1289,488.70386
1290,477.33743
1291,458.0133
1292,465.66727
1293,627.4377
1294,550.61194
1295,536.3659
1296,589.7992
1297,528.4164
1298,507.5732
1299,509.27713
1300,493.56494
1301,433.38138
1302,576.8661
1303,435.77002
1304,515.19434
1305,525.0864
1306,566.3424
1307,506.73172
1308,558.13165
1309,502.00082
1310,404.88428
1311,564.7064
1312,499.82886
1313,500.09683
1314,528.062
1315,457.467
1316,575.13525
1317,653.4447
1318,447.1776
1319,465.08185
1320,528.8739
1321,518.91626
1322,592.23267
1323,481.49207
1324,469.7079
1325,554.84644
1326,452.5933
1327,458.78638
1328,585.0405
1329,528.0719
1330,467.4513
1331,517.3769
1332,533.5355
1333,440.08862
1334,541.411
1335,481.17026
1336,504.53232
1337,438.31717
1338,659.15265
1339,576.00256
1340,613.775
1341,448.1261
1342,579.1489
1343,505.63626
1344,436.6397
1345,666.87286
1346,635.66833
1347,541.17065
1348,497.84985
1349,588.5917
1350,480.27036
1351,579.33826
1352,589.2245
1353,598.0115
1354,466.5972
1355,460.1895
1356,513.2171
1357,641.50507
1358,556.7029
1359,493.68155
1360,486.90085
1361,561.2766
1362,587.2858
1363,509.23828
1364,579.65875
1365,517.0189
1366,458.21066
1367,562.2716
1368,609.0222
1369,445.63516
1370,612.5167
1371,466.92538
1372,432.78198
1373,448.81235
1374,549.2064
1375,536.0924
1376,621.3608
1377,549.36865
1378,504.15753
1379,525.55347
1380,535.6907
1381,539.81696
1382,521.1606
1383,516.8683
1384,552.64905
1385,498.89618
1386,575.6266
1387,504.32437
1388,581.00244
1389,520.2975
1390,528.2368
1391,551.4071
1392,598.2916
1393,517.17426
1394,511.57578
1395,422.4492
1396,527.1729
1397,534.9046
1398,502.63977
1399,499.07935
1400,485.89438
1401,579.1032
1402,615.9999
1403,484.87057
1404,532.72723
1405,499.87225
1406,509.438
1407,590.806
1408,535.2593
1409,578.44666
1410,492.43427
1411,569.86084
1412,448.74088
1413,534.6822
1414,487.53406
1415,517.54767
1416,690.0486
1417,468.62076
1418,606.8826
1419,549.68207
1420,508.5478
1421,533.536
1422,519.2922
1423,607.7058
1424,490.92563
1425,562.32495
1426,495.63788
1427,455.28857
1428,617.6503
1429,446.33545
1430,624.06946
1431,499.04184
1432,493.86667
1433,627.1529
1434,435.21964
1435,540.885
1436,485.38525
1437,513.953
1438,544.01514
1439,566.4249
1440,526.60846
1441,543.5016
1442,462.76624
1443,604.97144
1444,420.56296
1445,520.9529
1446,581.5336
1447,629.0401
1448,494.20206
1449,487.74887
1450,560.5613
1451,514.8643
1452,448.2834
1453,530.20105
1454,540.1747
1455,531.34485
1456,486.31848
1457,481.30884
1458,593.1326
1459,527.0371
1460,530.4217
1461,583.8041
1462,488.71246
1463,459.45834
1464,586.93945
1465,538.51733
1466,553.9905
1467,433.80533
1468,507.40854
1469,474.71362
1470,455.50247
1471,609.572
1472,522.51404
1473,451.47647
1474,553.7493
1475,605.0298
1476,591.28613
1477,509.4809
1478,492.11493
1479,530.8747
1480,512.85815
1481,572.9562
1482,434.1825
1483,544.1833
1484,491.18457
1485,528.202
1486,626.2968
1487,520.0393
1488,450.69916
1489,464.8069
1490,438.8509
1491,465.45386
1492,564.504
1493,504.6932
1494,563.8518
1495,524.7115
1496,650.08844
1497,482.5074
1498,611.6875
1499,478.38818
1500,543.69806
1501,621.78784
1502,564.66016
1503,587.12476
1504,530.7396
1505,563.2737
1506,541.85034
1507,433.89008
1508,508.2637
1509,633.3323
1510,442.6115
1511,530.89307
1512,477.24252
1513,548.3985
1514,535.24915
1515,423.48477
1516,395.17453
1517,547.1427
1518,461.67923
1519,587.3837
1520,421.78366
1521,573.77264
1522,521.3657
1523,464.53595
1524,515.9265
1525,499.20175
1526,535.9779
1527,655.27094
1528,532.8082
1529,578.0499
1530,658.5681
1531,544.77673
1532,565.12573
1533,461.80154
1534,503.75388
1535,593.93616
1536,631.9284
1537,642.38324
1538,548.2122
1539,574.9281
1540,488.21088
1541,520.33105
1542,562.6658
1543,512.7107
1544,509.7453
1545,477.05368
1546,556.38293
1547,566.3917
1548,445.10248
1549,512.50867
1550,590.04553
1551,492.70377
1552,545.275
1553,536.63605
1554,501.8308
1555,463.26044
1556,534.2912
1557,535.10046
1558,515.031
1559,526.7577
1560,469.69098
1561,537.0867
1562,534.8284
1563,490.3945
1564,509.81235
1565,559.0978
1566,442.61072
1567,493.37695
1568,536.44495
1569,520.4716
1570,441.41443
1571,608.9166
1572,426.95233
1573,513.1353
1574,537.1874
1575,534.0493
1576,481.57257
1577,532.14386
1578,588.0989
1579,478.3489
1580,498.1696
1581,524.774
1582,496.19092
1583,471.68216
1584,435.94833
1585,474.74924
1586,597.1026
1587,571.1652
1588,522.3711
1589,667.338
1590,557.1845
1591,522.6428
1592,534.3042
1593,465.24405
1594,475.57397
1595,534.9636
1596,573.0788
1597,497.56952
1598,484.4403
1599,510.71478
1600,420.03012
1601,559.63794
1602,596.9441
1603,506.06067
1604,466.19055
1605,506.4627
1606,505.56372
1607,544.5129
1608,464.8566
1609,585.0145
1610,569.6614
1611,400.43423
1612,506.972
1613,412.37546
1614,533.9031
1615,618.10614
1616,514.1583
1617,570.2755
1618,489.50925
1619,500.70847
1620,436.02176
1621,465.86993
1622,453.4219
1623,528.72687
1624,591.6748
1625,492.1389
1626,547.5906
1627,583.85254
1628,457.40314
1629,490.1185
1630,494.75363
1631,545.4258
1632,637.7973
1633,494.13956
1634,529.7135
1635,537.96265
1636,639.60596
1637,467.77847
1638,449.79684
1639,475.38943
1640,538.8936
1641,555.4671
1642,508.54446
1643,608.31555
1644,490.75827
1645,488.63126
1646,558.6714
1647,533.8115
1648,616.3482
1649,609.59546
1650,531.07825
1651,490.6804
1652,608.5485
1653,573.2842
1654,536.6024
1655,560.35095
1656,490.33987
1657,524.069
1658,507.41086
1659,491.9346
1660,475.69638
1661,550.8624
1662,525.05676
1663,545.1859
1664,547.7136
1665,461.04013
1666,464.89798
1667,482.48596
1668,624.02997
1669,495.33237
1670,535.183
1671,474.61847
1672,590.95557
1673,544.5275
1674,483.97195
1675,510.55133
1676,531.17554
1677,557.5399
1678,487.19492
1679,481.48627
1680,571.6315
1681,484.4327
1682,493.88022
1683,447.0192
1684,453.80984
1685,502.24994
1686,488.50427
1687,470.78867
1688,564.16846
1689,649.3355
1690,503.293
1691,560.0687
1692,635.66516
1693,454.47693
1694,410.11783
1695,622.2309
1696,605.1934
1697,505.83148
1698,515.28125
1699,567.8644
1700,607.14026
1701,454.10248
1702,435.41638
1703,467.591
1704,522.7964
1705,513.79297
1706,452.4352
1707,460.25433
1708,515.9678
1709,458.2733
1710,541.62573
1711,457.25586
1712,525.3104
1713,546.4844
1714,544.8015
1715,445.99225
1716,635.27637
1717,433.2192
1718,503.68536
1719,525.24286
1720,474.2415
1721,610.5708
1722,525.68176
1723,537.2627
1724,498.5069
1725,428.61258
1726,510.5617
1727,582.229
1728,569.477
1729,468.3008
1730,566.1483
1731,536.8136
1732,596.5535
1733,549.51807
1734,557.82654
1735,523.1902
1736,513.5438
1737,562.5813
1738,492.70596
1739,557.7118
1740,479.57245
1741,631.3322
1742,468.74417
1743,535.4884
1744,561.30005
1745,569.6676
1746,463.81183
1747,551.0856
1748,566.1682
1749,584.01526
1750,548.9469
1751,501.12918
1752,601.95154
1753,518.2007
1754,528.0209
1755,474.78418
1756,534.01794
1757,444.6204
1758,543.1847
1759,540.07855
1760,528.33875
1761,521.6343
1762,452.89365
1763,454.06946
1764,478.25122
1765,439.65494
1766,448.27405
1767,555.3847
1768,527.7123
1769,480.6411
1770,537.2182
1771,554.58673
1772,478.9057
1773,490.46805
1774,564.19116
1775,522.03064
1776,533.8442
1777,626.2995
1778,533.2602
1779,523.03516
1780,450.87277
1781,500.88626
1782,576.44495
1783,468.19693
1784,537.6052
1785,538.5853
1786,472.95798
1787,540.93506
1788,519.4179
1789,458.77017
1790,634.9567
1791,531.8902
1792,602.4022
1793,512.62354
1794,526.6301
1795,570.25916
1796,578.59924
1797,554.3561
1798,464.9194
1799,530.4153
1800,453.43234
1801,513.03265
1802,466.88852
1803,544.88
1804,591.7587
1805,557.9199
1806,578.8667
1807,515.60596
1808,542.15784
1809,566.2374
1810,420.89117
1811,625.11383
1812,492.8491
1813,492.14587
1814,461.9209
1815,449.0774
1816,595.8353
1817,546.308
1818,516.18445
1819,424.38098
1820,541.2496
1821,526.73236
1822,532.0063
1823,521.05066
1824,543.199
1825,516.19666
1826,565.34155
1827,529.42975
1828,599.30286
1829,529.2124
1830,471.34213
1831,576.32166
1832,598.7405
1833,563.2588
1834,601.7371
1835,453.17432
1836,562.5503
1837,573.36743
1838,441.88913
1839,516.9924
1840,416.10092
1841,465.11578
1842,481.39478
1843,529.92175
1844,569.55334
1845,466.5617
1846,464.9369
1847,522.38586
1848,448.64426
1849,621.8033
1850,562.46454
1851,537.25275
1852,482.63837
1853,465.6599
1854,507.89352
1855,568.50507
1856,544.17676
1857,491.65668
1858,249.98058
1859,490.52036
1860,554.85754
1861,418.95016
1862,576.5889
1863,546.654
1864,522.9977
1865,458.69113
1866,543.3701
1867,499.88892
1868,461.6929
1869,568.43884
1870,546.19775
1871,497.11346
1872,537.76636
1873,565.0348
1874,547.7848
1875,453.5741
1876,537.99963
1877,571.0221
1878,506.24268
1879,532.6206
1880,472.32642
